Family ID	FRAX08<12>	<33>	FRAX05<50>	FRAX25<26>	<25>	FRAX14<48>	<21>	<27>	<31>	<23>	FRAX15<18>	<35>	<37>	FRAX32<2>	FRAX21<28>	FRAX33<52>	Oeuropea<56>	FRAX26<46>	FRAX16<16>	Slycopersicum<58>	FRAX03<40>	FRAX07<8>	FRAX23<24>	FRAX31<54>	<11>	<39>	FRAX09<42>	FRAX19<30>	<13>	FRAX12<6>	<49>	<17>	<43>	<15>	Mguttatus<60>	<19>	FRAX29<10>	<9>	<55>	<47>	FRAX01<14>	FRAX00<20>	FRAX13<44>	FRAX20<32>	<45>	<3>	FRAX30<0>	<53>	FRAX27<36>	<51>	FRAX04<38>	<1>	<7>	FRAX11<34>	<41>	<59>	<29>	FRAX28<4>	FRAX06<22>	<5>
22207	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	2	1	0	0	0	1	1	0	0	0	1	1	0	1
22208	0	1	0	0	1	2	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1
22209	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	2	1	2	0	0	1	1	0	0	0	1	0	0	1
22210	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1
22211	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	1
22212	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0	1
22213	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0	1
22214	0	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1
22215	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	2	0	0	0	2	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	2	1	0	0	0
22216	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1
22217	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1
22218	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
22219	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
22220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
22221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
22222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
22224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
22225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
22226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
22228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
22229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
22230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
22232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
22233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
22237	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0
22238	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0
22239	0	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0
22240	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0
22241	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0
22242	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0
22243	1	1	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
22244	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1
22245	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	1	2	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1
22246	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
22247	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0
22248	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1
22249	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1
22250	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0
22251	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
22252	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
22253	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0
22254	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1
22255	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0
22256	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
22257	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1
22258	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1
22259	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
22260	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
22261	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1
22262	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1
22263	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0
22264	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0
22265	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0
22266	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
22267	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1
22268	0	0	0	0	1	0	1	1	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
22269	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0
22270	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1
22271	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
22272	0	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	2	0	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0
22273	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0
22274	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
22275	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0
22276	0	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0
22277	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
22278	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	1
22279	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1
22280	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
22281	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
22282	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3	0	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	1
22283	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1
22284	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0
22285	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
22286	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
22287	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1
22288	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0
22289	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
22290	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
22291	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
22292	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1
22293	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	2	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0
22294	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0
22295	0	0	0	0	1	0	1	1	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
22296	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0
22297	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	1	2	1
22298	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
22299	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
22300	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1
22301	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0
22302	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
22303	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
22304	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1
22305	0	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0
22306	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
22307	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	2	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
22308	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
22309	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0
22310	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1
22311	0	0	1	0	1	0	1	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	1
22312	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1
22313	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0
22314	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
22315	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0
22316	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
22317	2	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0
22318	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
22319	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
22320	0	0	0	0	1	0	1	1	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1
22321	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0
22322	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1
